scenario_id,model,language,norm_category,tom_order,predicted,correct,is_correct,condition,western_error
KM_H24,Random,AR,hierarchy_wasta,1,B,D,False,zero_shot,False
KM_H25,Random,AR,hierarchy_wasta,1,A,C,False,zero_shot,True
KM_G01,Random,EN,gender_interaction,1,D,D,True,zero_shot,False
KM_G02,Random,EN,gender_interaction,1,C,C,True,zero_shot,False
KM_G03,Random,EN,gender_interaction,1,D,C,False,zero_shot,False
KM_G04,Random,EN,gender_interaction,2,C,D,False,zero_shot,False
KM_G05,Random,EN,gender_interaction,1,B,A,False,zero_shot,False
KM_G06,Random,EN,gender_interaction,1,C,C,True,zero_shot,False
KM_G07,Random,EN,gender_interaction,1,C,C,True,zero_shot,False
KM_G08,Random,EN,gender_interaction,1,B,A,False,zero_shot,False
KM_G09,Random,BILINGUAL,gender_interaction,1,C,C,True,zero_shot,False
KM_G10,Random,BILINGUAL,gender_interaction,1,A,C,False,zero_shot,True
KM_G11,Random,BILINGUAL,gender_interaction,1,B,A,False,zero_shot,False
KM_G12,Random,BILINGUAL,gender_interaction,1,B,B,True,zero_shot,False
KM_G13,Random,BILINGUAL,gender_interaction,1,B,C,False,zero_shot,False
KM_G14,Random,AR,gender_interaction,1,D,D,True,zero_shot,False
KM_G15,Random,BILINGUAL,gender_interaction,1,D,C,False,zero_shot,False
KM_G16,Random,AR,gender_interaction,1,C,D,False,zero_shot,False
KM_G17,Random,BILINGUAL,gender_interaction,1,B,D,False,zero_shot,False
KM_G18,Random,BILINGUAL,gender_interaction,1,C,D,False,zero_shot,False
KM_G19,Random,AR,gender_interaction,1,A,C,False,zero_shot,True
KM_G20,Random,AR,gender_interaction,2,B,A,False,zero_shot,False
KM_G21,Random,AR,gender_interaction,1,A,A,True,zero_shot,False
KM_G22,Random,BILINGUAL,gender_interaction,1,C,D,False,zero_shot,False
KM_G23,Random,EN,gender_interaction,1,D,B,False,zero_shot,False
KM_G24,Random,AR,gender_interaction,1,C,B,False,zero_shot,False
KM_G25,Random,AR,gender_interaction,1,A,B,False,zero_shot,True
KM_R01,Random,EN,religious_observance,1,B,B,True,zero_shot,False
KM_R02,Random,EN,religious_observance,1,C,B,False,zero_shot,False
KM_R03,Random,EN,religious_observance,2,B,D,False,zero_shot,False
KM_R04,Random,EN,religious_observance,1,D,A,False,zero_shot,False
KM_R05,Random,EN,religious_observance,1,D,B,False,zero_shot,False
KM_R06,Random,EN,religious_observance,1,D,A,False,zero_shot,False
KM_R07,Random,EN,religious_observance,1,B,B,True,zero_shot,False
KM_R08,Random,EN,religious_observance,1,C,D,False,zero_shot,False
KM_R09,Random,BILINGUAL,religious_observance,1,B,A,False,zero_shot,False
KM_R10,Random,BILINGUAL,religious_observance,1,B,B,True,zero_shot,False
KM_R11,Random,BILINGUAL,religious_observance,1,C,A,False,zero_shot,False
KM_R12,Random,BILINGUAL,religious_observance,1,D,C,False,zero_shot,False
KM_R13,Random,BILINGUAL,religious_observance,1,D,D,True,zero_shot,False
KM_R14,Random,AR,religious_observance,1,C,D,False,zero_shot,False
KM_R15,Random,AR,religious_observance,1,B,B,True,zero_shot,False
KM_R16,Random,AR,religious_observance,1,B,C,False,zero_shot,False
KM_R17,Random,AR,religious_observance,1,D,B,False,zero_shot,False
KM_R18,Random,BILINGUAL,religious_observance,1,A,B,False,zero_shot,True
KM_R19,Random,AR,religious_observance,1,A,A,True,zero_shot,False
KM_R20,Random,AR,religious_observance,1,A,D,False,zero_shot,False
KM_R21,Random,AR,religious_observance,1,B,D,False,zero_shot,True
KM_R22,Random,AR,religious_observance,1,B,C,False,zero_shot,False
KM_R23,Random,BILINGUAL,religious_observance,1,D,D,True,zero_shot,False
KM_R24,Random,AR,religious_observance,1,A,C,False,zero_shot,True
KM_R25,Random,AR,religious_observance,2,D,B,False,zero_shot,False
KM_D01,GPT-4,EN,diyafa,1,A,C,False,zero_shot,True
KM_D02,GPT-4,EN,diyafa,1,B,B,True,zero_shot,False
KM_D03,GPT-4,EN,diyafa,1,D,D,True,zero_shot,False
KM_D04,GPT-4,EN,diyafa,1,B,B,True,zero_shot,False
KM_D05,GPT-4,EN,diyafa,1,B,B,True,zero_shot,False
KM_D06,GPT-4,EN,diyafa,1,A,C,False,zero_shot,True
KM_D07,GPT-4,EN,diyafa,1,B,B,True,zero_shot,False
KM_D08,GPT-4,EN,diyafa,1,A,C,False,zero_shot,True
KM_D09,GPT-4,EN,diyafa,2,D,D,True,zero_shot,False
KM_D10,GPT-4,EN,diyafa,1,A,C,False,zero_shot,True
KM_D11,GPT-4,BILINGUAL,diyafa,1,B,B,True,zero_shot,False
KM_D12,GPT-4,BILINGUAL,diyafa,1,A,C,False,zero_shot,True
KM_D13,GPT-4,BILINGUAL,diyafa,1,D,D,True,zero_shot,False
KM_D14,GPT-4,BILINGUAL,diyafa,1,C,A,False,zero_shot,True
KM_D15,GPT-4,BILINGUAL,diyafa,1,C,A,False,zero_shot,True
KM_D16,GPT-4,BILINGUAL,diyafa,2,B,B,True,zero_shot,False
KM_D17,GPT-4,BILINGUAL,diyafa,1,C,A,False,zero_shot,True
KM_D18,GPT-4,BILINGUAL,diyafa,1,C,A,False,zero_shot,False
KM_D19,GPT-4,BILINGUAL,diyafa,1,C,A,False,zero_shot,False
KM_D20,GPT-4,BILINGUAL,diyafa,1,B,B,True,zero_shot,False
KM_D21,GPT-4,EN,diyafa,1,A,C,False,zero_shot,True
KM_D22,GPT-4,AR,diyafa,1,B,B,True,zero_shot,False
KM_D23,GPT-4,AR,diyafa,1,C,A,False,zero_shot,False
KM_D24,GPT-4,BILINGUAL,diyafa,2,C,A,False,zero_shot,False
KM_D25,GPT-4,AR,diyafa,1,C,A,False,zero_shot,False
KM_H01,GPT-4,EN,hierarchy_wasta,1,B,B,True,zero_shot,False
KM_H02,GPT-4,EN,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H03,GPT-4,EN,hierarchy_wasta,1,A,C,False,zero_shot,True
KM_H04,GPT-4,EN,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H05,GPT-4,EN,hierarchy_wasta,1,B,B,True,zero_shot,False
KM_H06,GPT-4,EN,hierarchy_wasta,1,C,A,False,zero_shot,False
KM_H07,GPT-4,EN,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H08,GPT-4,EN,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H09,GPT-4,BILINGUAL,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H10,GPT-4,BILINGUAL,hierarchy_wasta,1,A,C,False,zero_shot,False
KM_H11,GPT-4,BILINGUAL,hierarchy_wasta,1,C,A,False,zero_shot,False
KM_H12,GPT-4,BILINGUAL,hierarchy_wasta,1,A,C,False,zero_shot,True
KM_H13,GPT-4,BILINGUAL,hierarchy_wasta,1,C,A,False,zero_shot,True
KM_H14,GPT-4,BILINGUAL,hierarchy_wasta,1,B,B,True,zero_shot,False
KM_H15,GPT-4,AR,hierarchy_wasta,1,C,A,False,zero_shot,False
KM_H16,GPT-4,AR,hierarchy_wasta,2,C,A,False,zero_shot,False
KM_H17,GPT-4,AR,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H18,GPT-4,BILINGUAL,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H19,GPT-4,AR,hierarchy_wasta,1,C,A,False,zero_shot,True
KM_H20,GPT-4,AR,hierarchy_wasta,1,A,C,False,zero_shot,True
KM_H21,GPT-4,AR,hierarchy_wasta,1,A,C,False,zero_shot,True
KM_H22,GPT-4,BILINGUAL,hierarchy_wasta,1,B,B,True,zero_shot,False
KM_H23,GPT-4,AR,hierarchy_wasta,1,C,A,False,zero_shot,True
KM_H24,GPT-4,AR,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H25,GPT-4,AR,hierarchy_wasta,1,A,C,False,zero_shot,True
KM_G01,GPT-4,EN,gender_interaction,1,D,D,True,zero_shot,False
KM_G02,GPT-4,EN,gender_interaction,1,A,C,False,zero_shot,False
KM_G03,GPT-4,EN,gender_interaction,1,A,C,False,zero_shot,True
KM_G04,GPT-4,EN,gender_interaction,2,D,D,True,zero_shot,False
KM_G05,GPT-4,EN,gender_interaction,1,C,A,False,zero_shot,False
KM_G06,GPT-4,EN,gender_interaction,1,A,C,False,zero_shot,True
KM_G07,GPT-4,EN,gender_interaction,1,A,C,False,zero_shot,True
KM_G08,GPT-4,EN,gender_interaction,1,C,A,False,zero_shot,True
KM_G09,GPT-4,BILINGUAL,gender_interaction,1,A,C,False,zero_shot,True
KM_G10,GPT-4,BILINGUAL,gender_interaction,1,A,C,False,zero_shot,True
KM_G11,GPT-4,BILINGUAL,gender_interaction,1,C,A,False,zero_shot,True
KM_G12,GPT-4,BILINGUAL,gender_interaction,1,B,B,True,zero_shot,False
KM_G13,GPT-4,BILINGUAL,gender_interaction,1,A,C,False,zero_shot,False
KM_G14,GPT-4,AR,gender_interaction,1,D,D,True,zero_shot,False
KM_G15,GPT-4,BILINGUAL,gender_interaction,1,A,C,False,zero_shot,True
KM_G16,GPT-4,AR,gender_interaction,1,D,D,True,zero_shot,False
KM_G17,GPT-4,BILINGUAL,gender_interaction,1,D,D,True,zero_shot,False
KM_G18,GPT-4,BILINGUAL,gender_interaction,1,D,D,True,zero_shot,False
KM_G19,GPT-4,AR,gender_interaction,1,A,C,False,zero_shot,True
KM_G20,GPT-4,AR,gender_interaction,2,C,A,False,zero_shot,False
KM_G21,GPT-4,AR,gender_interaction,1,C,A,False,zero_shot,False
KM_G22,GPT-4,BILINGUAL,gender_interaction,1,D,D,True,zero_shot,False
KM_G23,GPT-4,EN,gender_interaction,1,B,B,True,zero_shot,False
KM_G24,GPT-4,AR,gender_interaction,1,B,B,True,zero_shot,False
KM_G25,GPT-4,AR,gender_interaction,1,B,B,True,zero_shot,False
KM_R01,GPT-4,EN,religious_observance,1,B,B,True,zero_shot,False
KM_R02,GPT-4,EN,religious_observance,1,B,B,True,zero_shot,False
KM_R03,GPT-4,EN,religious_observance,2,D,D,True,zero_shot,False
KM_R04,GPT-4,EN,religious_observance,1,C,A,False,zero_shot,False
KM_R05,GPT-4,EN,religious_observance,1,B,B,True,zero_shot,False
KM_R06,GPT-4,EN,religious_observance,1,C,A,False,zero_shot,False
KM_R07,GPT-4,EN,religious_observance,1,B,B,True,zero_shot,False
KM_R08,GPT-4,EN,religious_observance,1,D,D,True,zero_shot,False
KM_R09,GPT-4,BILINGUAL,religious_observance,1,C,A,False,zero_shot,False
KM_R10,GPT-4,BILINGUAL,religious_observance,1,B,B,True,zero_shot,False
KM_R11,GPT-4,BILINGUAL,religious_observance,1,C,A,False,zero_shot,False
KM_R12,GPT-4,BILINGUAL,religious_observance,1,A,C,False,zero_shot,True
KM_R13,GPT-4,BILINGUAL,religious_observance,1,D,D,True,zero_shot,False
KM_R14,GPT-4,AR,religious_observance,1,D,D,True,zero_shot,False
KM_R15,GPT-4,AR,religious_observance,1,B,B,True,zero_shot,False
KM_R16,GPT-4,AR,religious_observance,1,A,C,False,zero_shot,True
KM_R17,GPT-4,AR,religious_observance,1,B,B,True,zero_shot,False
KM_R18,GPT-4,BILINGUAL,religious_observance,1,B,B,True,zero_shot,False
KM_R19,GPT-4,AR,religious_observance,1,C,A,False,zero_shot,False
KM_R20,GPT-4,AR,religious_observance,1,D,D,True,zero_shot,False
KM_R21,GPT-4,AR,religious_observance,1,D,D,True,zero_shot,False
KM_R22,GPT-4,AR,religious_observance,1,A,C,False,zero_shot,True
KM_R23,GPT-4,BILINGUAL,religious_observance,1,D,D,True,zero_shot,False
KM_R24,GPT-4,AR,religious_observance,1,A,C,False,zero_shot,True
KM_R25,GPT-4,AR,religious_observance,2,B,B,True,zero_shot,False
KM_D01,Gemini,EN,diyafa,1,A,C,False,zero_shot,True
KM_D02,Gemini,EN,diyafa,1,B,B,True,zero_shot,False
KM_D03,Gemini,EN,diyafa,1,D,D,True,zero_shot,False
KM_D04,Gemini,EN,diyafa,1,B,B,True,zero_shot,False
KM_D05,Gemini,EN,diyafa,1,B,B,True,zero_shot,False
KM_D06,Gemini,EN,diyafa,1,A,C,False,zero_shot,True
KM_D07,Gemini,EN,diyafa,1,B,B,True,zero_shot,False
KM_D08,Gemini,EN,diyafa,1,A,C,False,zero_shot,True
KM_D09,Gemini,EN,diyafa,2,D,D,True,zero_shot,False
KM_D10,Gemini,EN,diyafa,1,A,C,False,zero_shot,True
KM_D11,Gemini,BILINGUAL,diyafa,1,B,B,True,zero_shot,False
KM_D12,Gemini,BILINGUAL,diyafa,1,A,C,False,zero_shot,True
KM_D13,Gemini,BILINGUAL,diyafa,1,D,D,True,zero_shot,False
KM_D14,Gemini,BILINGUAL,diyafa,1,C,A,False,zero_shot,True
KM_D15,Gemini,BILINGUAL,diyafa,1,C,A,False,zero_shot,True
KM_D16,Gemini,BILINGUAL,diyafa,2,B,B,True,zero_shot,False
KM_D17,Gemini,BILINGUAL,diyafa,1,C,A,False,zero_shot,True
KM_D18,Gemini,BILINGUAL,diyafa,1,C,A,False,zero_shot,False
KM_D19,Gemini,BILINGUAL,diyafa,1,C,A,False,zero_shot,False
KM_D20,Gemini,BILINGUAL,diyafa,1,B,B,True,zero_shot,False
KM_D21,Gemini,EN,diyafa,1,A,C,False,zero_shot,True
KM_D22,Gemini,AR,diyafa,1,B,B,True,zero_shot,False
KM_D23,Gemini,AR,diyafa,1,C,A,False,zero_shot,False
KM_D24,Gemini,BILINGUAL,diyafa,2,C,A,False,zero_shot,False
KM_D25,Gemini,AR,diyafa,1,C,A,False,zero_shot,False
KM_H01,Gemini,EN,hierarchy_wasta,1,B,B,True,zero_shot,False
KM_H02,Gemini,EN,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H03,Gemini,EN,hierarchy_wasta,1,A,C,False,zero_shot,True
KM_H04,Gemini,EN,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H05,Gemini,EN,hierarchy_wasta,1,B,B,True,zero_shot,False
KM_H06,Gemini,EN,hierarchy_wasta,1,C,A,False,zero_shot,False
KM_H07,Gemini,EN,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H08,Gemini,EN,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H09,Gemini,BILINGUAL,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H10,Gemini,BILINGUAL,hierarchy_wasta,1,A,C,False,zero_shot,False
KM_H11,Gemini,BILINGUAL,hierarchy_wasta,1,C,A,False,zero_shot,False
KM_H12,Gemini,BILINGUAL,hierarchy_wasta,1,A,C,False,zero_shot,True
KM_H13,Gemini,BILINGUAL,hierarchy_wasta,1,C,A,False,zero_shot,True
KM_H14,Gemini,BILINGUAL,hierarchy_wasta,1,B,B,True,zero_shot,False
KM_H15,Gemini,AR,hierarchy_wasta,1,C,A,False,zero_shot,False
KM_H16,Gemini,AR,hierarchy_wasta,2,C,A,False,zero_shot,False
KM_H17,Gemini,AR,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H18,Gemini,BILINGUAL,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H19,Gemini,AR,hierarchy_wasta,1,C,A,False,zero_shot,True
KM_H20,Gemini,AR,hierarchy_wasta,1,A,C,False,zero_shot,True
KM_H21,Gemini,AR,hierarchy_wasta,1,A,C,False,zero_shot,True
KM_H22,Gemini,BILINGUAL,hierarchy_wasta,1,B,B,True,zero_shot,False
KM_H23,Gemini,AR,hierarchy_wasta,1,C,A,False,zero_shot,True
KM_H24,Gemini,AR,hierarchy_wasta,1,D,D,True,zero_shot,False
KM_H25,Gemini,AR,hierarchy_wasta,1,A,C,False,zero_shot,True
KM_G01,Gemini,EN,gender_interaction,1,D,D,True,zero_shot,False
KM_G02,Gemini,EN,gender_interaction,1,A,C,False,zero_shot,False
KM_G03,Gemini,EN,gender_interaction,1,A,C,False,zero_shot,True
KM_G04,Gemini,EN,gender_interaction,2,D,D,True,zero_shot,False
KM_G05,Gemini,EN,gender_interaction,1,C,A,False,zero_shot,False
KM_G06,Gemini,EN,gender_interaction,1,A,C,False,zero_shot,True
KM_G07,Gemini,EN,gender_interaction,1,A,C,False,zero_shot,True
KM_G08,Gemini,EN,gender_interaction,1,C,A,False,zero_shot,True
KM_G09,Gemini,BILINGUAL,gender_interaction,1,A,C,False,zero_shot,True
KM_G10,Gemini,BILINGUAL,gender_interaction,1,A,C,False,zero_shot,True
KM_G11,Gemini,BILINGUAL,gender_interaction,1,C,A,False,zero_shot,True
KM_G12,Gemini,BILINGUAL,gender_interaction,1,B,B,True,zero_shot,False
KM_G13,Gemini,BILINGUAL,gender_interaction,1,A,C,False,zero_shot,False
KM_G14,Gemini,AR,gender_interaction,1,D,D,True,zero_shot,False
KM_G15,Gemini,BILINGUAL,gender_interaction,1,A,C,False,zero_shot,True
KM_G16,Gemini,AR,gender_interaction,1,D,D,True,zero_shot,False
KM_G17,Gemini,BILINGUAL,gender_interaction,1,D,D,True,zero_shot,False
KM_G18,Gemini,BILINGUAL,gender_interaction,1,D,D,True,zero_shot,False
KM_G19,Gemini,AR,gender_interaction,1,A,C,False,zero_shot,True
KM_G20,Gemini,AR,gender_interaction,2,C,A,False,zero_shot,False
KM_G21,Gemini,AR,gender_interaction,1,C,A,False,zero_shot,False
KM_G22,Gemini,BILINGUAL,gender_interaction,1,D,D,True,zero_shot,False
KM_G23,Gemini,EN,gender_interaction,1,B,B,True,zero_shot,False
KM_G24,Gemini,AR,gender_interaction,1,B,B,True,zero_shot,False
KM_G25,Gemini,AR,gender_interaction,1,B,B,True,zero_shot,False
KM_R01,Gemini,EN,religious_observance,1,A,B,False,zero_shot,True
KM_R02,Gemini,EN,religious_observance,1,B,B,True,zero_shot,False
KM_R03,Gemini,EN,religious_observance,2,D,D,True,zero_shot,False
KM_R04,Gemini,EN,religious_observance,1,C,A,False,zero_shot,False
KM_R05,Gemini,EN,religious_observance,1,B,B,True,zero_shot,False
KM_R06,Gemini,EN,religious_observance,1,C,A,False,zero_shot,False
KM_R07,Gemini,EN,religious_observance,1,B,B,True,zero_shot,False
KM_R08,Gemini,EN,religious_observance,1,D,D,True,zero_shot,False
KM_R09,Gemini,BILINGUAL,religious_observance,1,C,A,False,zero_shot,False
KM_R10,Gemini,BILINGUAL,religious_observance,1,B,B,True,zero_shot,False
KM_R11,Gemini,BILINGUAL,religious_observance,1,C,A,False,zero_shot,False
KM_R12,Gemini,BILINGUAL,religious_observance,1,A,C,False,zero_shot,True
KM_R13,Gemini,BILINGUAL,religious_observance,1,D,D,True,zero_shot,False
KM_R14,Gemini,AR,religious_observance,1,D,D,True,zero_shot,False
KM_R15,Gemini,AR,religious_observance,1,B,B,True,zero_shot,False
KM_R16,Gemini,AR,religious_observance,1,A,C,False,zero_shot,True
KM_R17,Gemini,AR,religious_observance,1,B,B,True,zero_shot,False
KM_R18,Gemini,BILINGUAL,religious_observance,1,B,B,True,zero_shot,False
KM_R19,Gemini,AR,religious_observance,1,C,A,False,zero_shot,False
KM_R20,Gemini,AR,religious_observance,1,D,D,True,zero_shot,False
KM_R21,Gemini,AR,religious_observance,1,D,D,True,zero_shot,False
KM_R22,Gemini,AR,religious_observance,1,A,C,False,zero_shot,True
KM_R23,Gemini,BILINGUAL,religious_observance,1,D,D,True,zero_shot,False
KM_R24,Gemini,AR,religious_observance,1,A,C,False,zero_shot,True
KM_R25,Gemini,AR,religious_observance,2,B,B,True,zero_shot,False
